age;job;marital;education;default;housing;loan;contact;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
58;admin.;divorced;high.school;unknown;yes;no;cellular;2;999;3;fail;-1.8;92.893;-46.2;1.25;5099.1;no
34;technician;married;basic;no;no;no;cellular;1;999;1;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
30;admin.;single;university.degree;no;no;no;cellular;3;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
34;student;single;university.degree;no;no;no;cellular;3;999;0;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
43;blue-collar;married;basic;no;yes;no;cellular;6;999;-1;unknown;1.4;93.444;-36.1;4.968;5228.1;yes
43;admin.;divorced;university.degree;no;yes;no;cellular;7;999;1;unknown;1.4;93.444;-36.1;4.965;5228.1;no
36;technician;married;university.degree;no;no;no;cellular;2;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
35;self-employed;married;university.degree;no;yes;no;telephone;1;999;0;unknown;1.1;93.994;-36.4;4.856;5191.0;no
29;admin.;unknown;university.degree;no;yes;yes;cellular;5;999;2;unknown;1.4;93.444;-36.1;4.964;5228.1;no
34;admin.;married;professional.course;no;no;no;telephone;20;999;-1;unknown;1.4;94.465;-41.8;4.959;5228.1;no
26;blue-collar;married;basic;unknown;yes;no;cellular;13;999;-1;unknown;1.4;93.918;-42.7;4.968;5228.1;no
57;technician;married;university.degree;unknown;no;yes;telephone;5;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
32;services;single;basic;no;yes;yes;cellular;2;999;1;unknown;-0.1;93.2;-42.0;4.12;5195.8;no
45;technician;divorced;other;no;no;no;telephone;5;999;1;unknown;1.4;93.918;-42.7;4.961;5228.1;no
50;other;married;high.school;no;no;yes;telephone;1;999;1;unknown;1.4;94.465;-41.8;4.864;5228.1;no
31;admin.;single;university.degree;no;no;no;cellular;1;999;2;unknown;-1.8;92.893;-46.2;1.27;5099.1;no
36;admin.;married;high.school;no;unknown;no;cellular;2;999;2;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
33;blue-collar;single;basic;unknown;no;no;cellular;1;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
27;technician;single;university.degree;no;no;no;cellular;1;999;1;fail;-0.1;93.2;-42.0;4.153;5195.8;no
32;blue-collar;married;basic;no;no;no;telephone;2;999;-1;unknown;1.4;94.465;-41.8;4.866;5228.1;yes
33;admin.;married;university.degree;no;yes;no;telephone;9;999;2;unknown;1.4;94.465;-41.8;4.864;5228.1;no
32;blue-collar;divorced;professional.course;no;no;no;telephone;7;999;-1;unknown;1.4;94.465;-41.8;4.866;5228.1;yes
29;admin.;unknown;university.degree;unknown;yes;no;telephone;5;999;2;unknown;1.1;93.994;-36.4;4.856;5191.0;no
43;technician;married;university.degree;no;no;no;cellular;4;999;1;unknown;-0.1;93.2;-42.0;4.12;5195.8;no
83;other;married;professional.course;no;no;no;cellular;3;999;2;unknown;-2.9;92.201;-31.4;0.883;5076.2;yes
39;blue-collar;single;basic;unknown;yes;no;telephone;5;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
31;admin.;single;university.degree;no;yes;no;cellular;3;999;0;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
35;self-employed;unknown;university.degree;no;no;no;cellular;2;999;-1;unknown;-0.1;93.2;-42.0;4.076;5195.8;no
27;unknown;married;university.degree;unknown;yes;no;cellular;3;999;0;unknown;-1.8;93.075;-47.1;1.445;5099.1;yes
31;admin.;married;university.degree;no;no;no;cellular;2;999;1;unknown;-1.8;92.893;-46.2;1.244;5099.1;no
31;technician;married;university.degree;no;no;no;cellular;6;999;1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
42;blue-collar;married;basic;no;yes;no;cellular;3;999;-1;unknown;-1.8;93.075;-47.1;1.445;5099.1;no
29;admin.;single;high.school;no;yes;no;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.855;5191.0;no
31;technician;single;professional.course;no;yes;yes;cellular;4;999;2;unknown;-1.8;92.893;-46.2;1.244;5099.1;no
27;blue-collar;married;high.school;unknown;no;no;telephone;1;999;1;unknown;1.4;94.465;-41.8;4.958;5228.1;no
42;blue-collar;married;basic;no;yes;no;telephone;9;999;-1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
30;technician;single;university.degree;no;no;unknown;cellular;2;999;0;unknown;1.4;93.444;-36.1;4.966;5228.1;yes
36;admin.;married;university.degree;no;yes;yes;cellular;1;999;3;fail;-1.8;92.893;-46.2;1.281;5099.1;no
40;other;married;basic;no;no;yes;telephone;4;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
53;blue-collar;married;high.school;no;no;no;telephone;1;999;2;unknown;1.1;93.994;-36.4;4.855;5191.0;no
58;services;divorced;basic;no;yes;no;cellular;2;999;1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
48;entrepreneur;married;university.degree;no;yes;no;cellular;2;999;2;unknown;-1.8;92.893;-46.2;1.259;5099.1;yes
35;technician;single;high.school;no;yes;yes;cellular;1;21;2;success;-0.1;93.2;-42.0;4.12;5195.8;no
36;technician;divorced;university.degree;no;yes;no;cellular;3;999;2;unknown;-1.8;92.893;-46.2;1.291;5099.1;no
54;technician;married;university.degree;no;no;yes;telephone;4;999;1;unknown;1.4;93.918;-42.7;4.955;5228.1;no
56;blue-collar;unknown;basic;unknown;yes;yes;telephone;4;999;1;unknown;1.4;93.918;-42.7;4.968;5228.1;no
40;technician;divorced;other;no;no;no;cellular;2;26;4;fail;-2.9;92.201;-31.4;0.879;5076.2;no
33;admin.;divorced;university.degree;unknown;no;no;cellular;6;999;-1;unknown;1.4;93.444;-36.1;4.963;5228.1;no
31;blue-collar;married;basic;unknown;yes;no;cellular;0;999;-1;unknown;-1.8;92.893;-46.2;1.344;5099.1;no
58;other;married;professional.course;no;yes;unknown;cellular;3;999;1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
44;admin.;married;university.degree;no;yes;no;cellular;2;999;-1;unknown;-0.1;93.2;-42.0;4.021;5195.8;no
27;services;single;high.school;no;yes;no;telephone;4;999;0;unknown;1.1;93.994;-36.4;4.856;5191.0;no
37;admin.;married;university.degree;no;no;no;cellular;6;999;3;fail;-1.8;92.893;-46.2;1.299;5099.1;no
33;services;married;high.school;no;yes;no;telephone;4;999;-1;unknown;1.4;94.465;-41.8;4.96;5228.1;no
31;blue-collar;married;basic;unknown;yes;no;telephone;3;999;-1;unknown;1.1;93.994;-36.4;4.856;5191.0;no
34;self-employed;married;basic;no;yes;no;telephone;0;999;1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
36;student;single;high.school;no;no;no;telephone;5;999;-1;unknown;1.4;94.465;-41.8;4.864;5228.1;no
42;admin.;married;university.degree;no;yes;yes;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
57;entrepreneur;married;university.degree;unknown;no;no;telephone;7;999;1;unknown;1.1;93.994;-36.4;4.855;5191.0;no
36;admin.;married;university.degree;unknown;yes;no;cellular;3;999;2;unknown;1.4;93.444;-36.1;4.963;5228.1;no
43;other;married;basic;unknown;no;no;telephone;2;999;2;unknown;1.4;94.465;-41.8;4.967;5228.1;no
36;admin.;divorced;university.degree;no;yes;no;telephone;6;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
39;admin.;single;other;unknown;no;no;telephone;3;999;2;unknown;1.4;94.465;-41.8;4.866;5228.1;no
30;admin.;single;university.degree;no;no;no;cellular;3;999;-1;unknown;-1.8;92.893;-46.2;1.244;5099.1;no
48;admin.;married;university.degree;no;yes;no;telephone;3;999;1;unknown;-2.9;92.963;-40.8;1.268;5076.2;yes
34;technician;single;university.degree;unknown;yes;no;telephone;1;999;0;unknown;-1.8;92.843;-50.0;1.687;5099.1;no
44;blue-collar;unknown;basic;unknown;yes;no;telephone;1;999;1;unknown;1.1;93.994;-36.4;4.859;5191.0;no
48;other;divorced;basic;unknown;yes;no;cellular;2;999;0;unknown;1.4;93.918;-42.7;4.961;5228.1;no
34;admin.;married;basic;no;yes;no;telephone;3;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
47;technician;married;basic;no;yes;no;telephone;1;999;0;unknown;1.1;93.994;-36.4;4.859;5191.0;no
33;admin.;married;university.degree;no;no;no;cellular;5;999;1;unknown;1.4;93.444;-36.1;4.965;5228.1;no
57;other;single;high.school;no;no;no;telephone;2;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
54;admin.;married;university.degree;no;yes;no;cellular;2;999;2;fail;-1.7;94.215;-40.3;0.79;4991.6;yes
44;admin.;married;high.school;no;no;no;telephone;10;999;2;unknown;1.4;94.465;-41.8;4.962;5228.1;no
38;technician;married;high.school;no;no;no;cellular;1;999;2;unknown;1.4;93.444;-36.1;4.968;5228.1;no
83;other;divorced;basic;no;yes;yes;cellular;2;999;-1;unknown;-1.8;93.749;-34.6;0.643;5008.7;yes
49;admin.;married;basic;unknown;no;yes;cellular;6;999;0;unknown;1.4;93.444;-36.1;4.968;5228.1;no
22;admin.;single;university.degree;no;yes;yes;cellular;5;9;4;success;-1.7;94.027;-38.3;0.905;4991.6;no
30;admin.;single;university.degree;no;yes;no;cellular;3;999;5;fail;-1.1;94.601;-49.5;0.942;4963.6;no
50;services;married;high.school;no;no;yes;cellular;4;12;6;success;-1.1;94.767;-50.8;1.05;4963.6;no
36;admin.;single;university.degree;no;yes;no;cellular;4;999;-1;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
26;admin.;single;university.degree;no;yes;yes;telephone;3;999;2;unknown;-3.4;92.431;-26.9;0.733;5017.5;yes
55;other;married;high.school;no;no;no;telephone;0;999;0;unknown;-1.8;93.075;-47.1;1.415;5099.1;no
49;blue-collar;married;other;no;no;no;telephone;2;999;1;unknown;1.4;94.465;-41.8;4.866;5228.1;no
34;admin.;single;university.degree;no;no;no;cellular;4;999;4;fail;-1.8;93.749;-34.6;0.642;5008.7;no
32;technician;single;university.degree;no;no;no;telephone;18;999;1;unknown;1.1;93.994;-36.4;4.864;5191.0;no
39;services;divorced;high.school;no;no;yes;cellular;3;999;3;fail;-1.8;92.893;-46.2;1.266;5099.1;no
37;admin.;single;university.degree;no;yes;no;cellular;3;999;2;fail;-1.8;93.075;-47.1;1.435;5099.1;no
58;blue-collar;married;basic;unknown;yes;yes;telephone;2;999;1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
33;services;divorced;basic;no;yes;yes;cellular;5;999;1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
35;self-employed;married;basic;no;no;no;cellular;3;999;1;fail;-1.8;93.075;-47.1;1.405;5099.1;no
32;technician;single;basic;no;yes;no;cellular;2;999;0;unknown;-1.8;92.893;-46.2;1.299;5099.1;no
52;technician;divorced;professional.course;unknown;yes;no;cellular;3;999;2;unknown;1.4;93.444;-36.1;4.963;5228.1;no
59;blue-collar;divorced;basic;unknown;no;no;cellular;4;999;0;unknown;1.4;93.918;-42.7;4.963;5228.1;no
29;blue-collar;single;basic;no;no;no;telephone;3;999;2;unknown;1.1;93.994;-36.4;4.858;5191.0;no
34;blue-collar;married;high.school;no;no;no;cellular;4;999;0;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
53;self-employed;married;university.degree;unknown;no;no;telephone;0;999;0;unknown;1.4;94.465;-41.8;4.864;5228.1;no
46;blue-collar;married;other;unknown;yes;unknown;cellular;2;999;-1;unknown;1.4;93.444;-36.1;4.968;5228.1;no
34;blue-collar;married;basic;unknown;no;unknown;telephone;18;999;2;unknown;1.4;94.465;-41.8;4.864;5228.1;no
37;blue-collar;married;high.school;no;yes;no;telephone;2;999;-1;unknown;-1.7;94.215;-40.3;0.876;4991.6;no
31;services;married;basic;no;no;no;telephone;3;999;0;unknown;1.1;93.994;-36.4;4.855;5191.0;no
56;blue-collar;married;basic;unknown;yes;no;telephone;4;999;-1;unknown;1.4;94.465;-41.8;4.962;5228.1;no
25;services;single;high.school;no;yes;yes;telephone;3;999;0;unknown;1.1;93.994;-36.4;4.855;5191.0;no
44;blue-collar;married;basic;unknown;no;no;telephone;1;999;0;unknown;1.1;93.994;-36.4;4.855;5191.0;no
36;blue-collar;married;basic;unknown;yes;unknown;cellular;8;999;1;unknown;1.4;93.918;-42.7;4.96;5228.1;no
30;self-employed;married;basic;no;yes;no;cellular;8;999;1;unknown;-1.8;92.893;-46.2;1.25;5099.1;no
35;blue-collar;married;basic;no;no;no;telephone;0;999;-1;unknown;1.1;93.994;-36.4;4.855;5191.0;no
38;blue-collar;divorced;basic;unknown;yes;no;cellular;1;999;1;unknown;-1.8;92.893;-46.2;1.281;5099.1;yes
31;blue-collar;divorced;professional.course;no;no;no;cellular;15;999;1;unknown;1.4;93.918;-42.7;4.963;5228.1;no
34;services;married;high.school;unknown;no;no;cellular;6;999;1;unknown;-0.1;93.2;-42.0;4.076;5195.8;no
37;blue-collar;married;other;no;yes;no;cellular;4;999;-1;unknown;1.4;93.918;-42.7;4.961;5228.1;no
55;admin.;divorced;university.degree;no;yes;no;cellular;4;999;1;unknown;1.4;93.444;-36.1;4.965;5228.1;no
47;blue-collar;married;professional.course;no;no;no;telephone;2;999;1;unknown;1.1;93.994;-36.4;4.855;5191.0;no
37;admin.;married;university.degree;unknown;yes;no;cellular;1;999;-1;unknown;1.4;93.444;-36.1;4.963;5228.1;no
28;blue-collar;married;high.school;unknown;unknown;no;cellular;5;999;1;unknown;1.4;93.444;-36.1;4.965;5228.1;no
49;services;married;basic;no;no;unknown;cellular;2;999;0;fail;-0.1;93.2;-42.0;4.153;5195.8;no
29;admin.;single;university.degree;no;yes;no;cellular;2;999;1;unknown;-0.1;93.2;-42.0;4.076;5195.8;no
30;blue-collar;single;high.school;no;yes;no;telephone;0;999;0;unknown;1.1;93.994;-36.4;4.86;5191.0;no
53;services;married;high.school;unknown;yes;no;telephone;9;999;1;unknown;1.4;94.465;-41.8;4.865;5228.1;no
39;technician;single;university.degree;no;yes;no;telephone;3;999;2;unknown;1.4;94.465;-41.8;4.958;5228.1;no
45;entrepreneur;married;basic;no;no;no;telephone;2;999;0;unknown;1.4;94.465;-41.8;4.864;5228.1;no
47;admin.;married;university.degree;no;unknown;no;cellular;6;999;1;unknown;-0.1;93.2;-42.0;4.021;5195.8;no
56;technician;married;professional.course;unknown;yes;no;cellular;3;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
43;technician;divorced;university.degree;unknown;yes;no;cellular;5;999;1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
60;other;married;basic;unknown;no;no;telephone;5;999;2;unknown;1.4;94.465;-41.8;4.96;5228.1;no
45;blue-collar;married;basic;no;yes;no;cellular;1;999;-1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
35;technician;married;university.degree;no;yes;no;telephone;1;999;2;unknown;1.1;93.994;-36.4;4.86;5191.0;no
36;technician;married;university.degree;no;no;no;telephone;3;999;-1;unknown;1.1;93.994;-36.4;4.858;5191.0;no
46;services;married;basic;unknown;no;no;cellular;3;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
53;technician;married;high.school;unknown;yes;no;cellular;4;999;0;fail;-0.1;93.2;-42.0;4.021;5195.8;no
38;admin.;married;high.school;no;no;no;cellular;3;25;4;success;-3.4;92.649;-30.1;0.714;5017.5;no
34;admin.;married;university.degree;no;yes;no;cellular;8;999;0;unknown;1.4;93.444;-36.1;4.967;5228.1;no
30;admin.;single;university.degree;no;no;no;telephone;4;999;0;unknown;1.1;93.994;-36.4;4.86;5191.0;no
44;admin.;married;high.school;no;yes;no;cellular;2;999;-1;unknown;1.4;93.918;-42.7;4.96;5228.1;no
33;blue-collar;married;basic;no;no;no;cellular;3;999;0;unknown;-1.8;92.893;-46.2;1.291;5099.1;no
48;blue-collar;married;basic;unknown;no;no;telephone;4;999;2;unknown;1.4;94.465;-41.8;4.864;5228.1;no
32;unemployed;single;university.degree;no;yes;no;cellular;3;999;0;unknown;1.4;93.444;-36.1;4.966;5228.1;no
39;admin.;single;high.school;no;yes;no;cellular;1;999;1;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
37;self-employed;single;university.degree;unknown;yes;no;telephone;7;999;0;unknown;1.1;93.994;-36.4;4.86;5191.0;no
49;admin.;married;high.school;unknown;yes;no;cellular;1;999;1;unknown;1.4;93.918;-42.7;4.958;5228.1;no
34;technician;single;basic;no;no;no;cellular;6;999;2;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
43;blue-collar;married;basic;unknown;yes;no;telephone;4;999;1;unknown;1.4;94.465;-41.8;4.967;5228.1;no
41;blue-collar;married;basic;no;yes;yes;cellular;1;999;2;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
37;technician;divorced;professional.course;unknown;no;no;cellular;2;999;0;fail;-1.8;92.893;-46.2;1.259;5099.1;no
60;blue-collar;married;basic;no;yes;no;telephone;4;999;1;unknown;1.1;93.994;-36.4;4.86;5191.0;no
52;unknown;divorced;basic;no;yes;no;telephone;4;999;-1;unknown;1.4;94.465;-41.8;4.959;5228.1;no
31;self-employed;married;university.degree;no;no;no;cellular;9;999;2;unknown;1.4;93.444;-36.1;4.966;5228.1;no
35;other;married;basic;unknown;yes;yes;telephone;4;999;2;unknown;1.1;93.994;-36.4;4.855;5191.0;no
37;technician;single;professional.course;no;no;yes;cellular;4;999;0;unknown;1.4;93.444;-36.1;4.967;5228.1;no
34;admin.;single;high.school;no;yes;yes;telephone;2;999;2;unknown;1.4;94.465;-41.8;4.967;5228.1;no
50;blue-collar;married;basic;unknown;yes;no;telephone;8;999;-1;unknown;1.1;93.994;-36.4;4.86;5191.0;no
30;admin.;single;university.degree;no;no;no;cellular;2;999;0;unknown;1.4;93.444;-36.1;4.967;5228.1;no
35;admin.;married;high.school;unknown;no;no;cellular;3;999;2;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
44;admin.;single;university.degree;no;yes;yes;cellular;7;999;0;unknown;1.4;93.918;-42.7;4.961;5228.1;no
57;blue-collar;married;basic;unknown;yes;no;telephone;3;999;1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
39;blue-collar;married;professional.course;no;no;yes;cellular;0;999;0;fail;-1.8;93.075;-47.1;1.405;5099.1;no
41;admin.;divorced;high.school;no;yes;no;telephone;9;999;2;unknown;1.1;93.994;-36.4;4.859;5191.0;no
46;self-employed;married;university.degree;no;unknown;unknown;cellular;4;999;0;unknown;1.4;93.444;-36.1;4.965;5228.1;no
41;blue-collar;married;basic;unknown;yes;no;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.86;5191.0;no
35;admin.;single;basic;unknown;no;no;telephone;3;999;2;unknown;1.1;93.994;-36.4;4.856;5191.0;no
55;admin.;married;university.degree;unknown;yes;no;telephone;3;999;0;unknown;1.1;93.994;-36.4;4.857;5191.0;no
54;services;divorced;university.degree;no;yes;no;telephone;15;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
41;admin.;married;basic;no;no;no;telephone;0;999;-1;unknown;1.1;93.994;-36.4;4.855;5191.0;no
40;services;married;high.school;no;yes;no;cellular;1;999;-1;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
49;blue-collar;married;basic;unknown;yes;no;cellular;1;999;-1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
36;blue-collar;married;basic;unknown;yes;no;cellular;0;999;-1;unknown;-1.8;92.893;-46.2;1.327;5099.1;no
42;admin.;married;university.degree;no;no;no;telephone;15;999;-1;unknown;1.4;94.465;-41.8;4.864;5228.1;no
23;admin.;married;university.degree;no;yes;no;telephone;4;999;0;unknown;-2.9;92.963;-40.8;1.252;5076.2;no
36;technician;single;university.degree;no;yes;no;cellular;1;999;1;fail;-1.8;92.893;-46.2;1.344;5099.1;no
39;blue-collar;single;basic;no;no;no;telephone;2;999;-1;unknown;1.1;93.994;-36.4;4.86;5191.0;no
55;blue-collar;unknown;basic;unknown;no;yes;telephone;4;999;-1;unknown;1.4;94.465;-41.8;4.967;5228.1;no
32;technician;divorced;professional.course;no;yes;yes;telephone;4;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
45;admin.;married;high.school;no;yes;no;cellular;3;999;0;unknown;-1.8;92.893;-46.2;1.327;5099.1;no
33;unemployed;married;university.degree;no;no;no;cellular;1;999;1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
30;technician;married;professional.course;no;yes;no;cellular;2;999;1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
30;admin.;divorced;university.degree;no;yes;no;cellular;5;999;-1;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
24;student;single;high.school;no;yes;unknown;cellular;1;999;2;unknown;-1.8;92.893;-46.2;1.281;5099.1;no
51;unknown;married;high.school;no;no;no;cellular;2;999;2;unknown;-3.0;92.713;-33.0;0.717;5023.5;yes
55;other;married;high.school;unknown;yes;no;cellular;1;999;3;fail;-1.8;93.075;-47.1;1.405;5099.1;no
53;technician;divorced;other;unknown;no;no;telephone;2;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
48;technician;married;university.degree;no;no;no;telephone;5;999;1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
29;blue-collar;married;basic;no;yes;no;cellular;0;999;2;unknown;1.4;93.918;-42.7;4.957;5228.1;no
39;admin.;married;high.school;no;unknown;no;cellular;3;999;3;fail;-1.8;93.075;-47.1;1.41;5099.1;no
44;technician;married;university.degree;no;no;no;telephone;1;999;2;unknown;1.1;93.994;-36.4;4.859;5191.0;no
28;blue-collar;married;basic;no;yes;no;cellular;2;999;1;unknown;-1.8;92.893;-46.2;1.299;5099.1;no
32;unknown;married;university.degree;no;yes;no;telephone;4;999;1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
32;services;married;high.school;no;yes;no;cellular;1;14;0;success;-0.1;93.2;-42.0;4.12;5195.8;no
27;admin.;single;university.degree;no;no;no;cellular;2;999;0;fail;-3.4;92.431;-26.9;0.731;5017.5;no
39;blue-collar;married;basic;unknown;yes;no;telephone;2;999;-1;unknown;1.1;93.994;-36.4;4.856;5191.0;no
52;other;divorced;university.degree;no;yes;no;cellular;3;999;0;unknown;-1.8;92.893;-46.2;1.25;5099.1;no
41;technician;divorced;basic;no;yes;no;cellular;8;999;-1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
50;technician;married;professional.course;no;yes;no;telephone;10;999;0;unknown;1.1;93.994;-36.4;4.859;5191.0;no
27;technician;single;high.school;no;yes;no;telephone;8;999;1;unknown;1.4;93.918;-42.7;4.961;5228.1;no
35;technician;single;professional.course;yes;yes;no;cellular;0;999;1;fail;-1.8;92.893;-46.2;1.281;5099.1;no
55;other;married;basic;no;no;no;cellular;8;999;0;unknown;-1.8;92.893;-46.2;1.344;5099.1;no
36;entrepreneur;single;university.degree;no;yes;no;cellular;2;999;-1;unknown;-0.1;93.2;-42.0;4.12;5195.8;no
54;technician;married;university.degree;no;yes;no;telephone;2;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
76;technician;married;other;no;yes;no;cellular;2;3;8;success;-1.7;94.027;-38.3;0.905;4991.6;yes
50;unemployed;single;basic;no;yes;no;cellular;0;999;3;fail;-1.8;93.075;-47.1;1.365;5099.1;no
36;unknown;married;basic;no;yes;no;telephone;5;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
38;other;single;high.school;no;yes;no;cellular;1;999;0;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
41;technician;married;university.degree;no;no;no;telephone;1;999;0;unknown;1.4;94.465;-41.8;4.959;5228.1;no
25;admin.;single;university.degree;no;no;yes;cellular;3;999;-1;unknown;1.4;93.918;-42.7;4.963;5228.1;no
50;services;single;high.school;no;yes;no;telephone;4;999;2;unknown;1.4;94.465;-41.8;4.962;5228.1;no
37;admin.;single;basic;unknown;no;no;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
27;admin.;single;high.school;no;no;no;cellular;1;999;1;unknown;1.4;93.918;-42.7;4.962;5228.1;yes
30;technician;single;professional.course;no;no;no;cellular;0;999;3;fail;-2.9;92.963;-40.8;1.262;5076.2;yes
24;blue-collar;single;basic;no;yes;no;cellular;0;999;2;unknown;1.4;93.918;-42.7;4.957;5228.1;no
42;blue-collar;married;basic;no;yes;no;cellular;9;999;-1;unknown;1.4;93.918;-42.7;4.96;5228.1;no
83;other;married;professional.course;yes;yes;no;cellular;5;12;1;success;-3.4;92.431;-26.9;0.752;5017.5;yes
62;admin.;married;high.school;no;no;no;cellular;3;40;1;fail;-1.1;94.601;-49.5;1.037;4963.6;yes
42;self-employed;married;basic;no;no;no;cellular;2;999;1;unknown;1.4;93.918;-42.7;4.963;5228.1;no
36;technician;single;university.degree;no;no;no;cellular;2;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
31;blue-collar;single;professional.course;no;yes;no;cellular;6;999;2;fail;-1.8;92.893;-46.2;1.266;5099.1;no
36;technician;single;university.degree;unknown;yes;yes;cellular;6;999;0;unknown;1.4;93.444;-36.1;4.967;5228.1;yes
61;other;married;university.degree;no;no;no;telephone;2;999;2;unknown;-3.4;92.379;-29.8;0.797;5017.5;no
30;admin.;married;university.degree;no;no;no;cellular;5;999;1;unknown;1.4;93.444;-36.1;4.963;5228.1;no
48;self-employed;married;university.degree;no;no;yes;cellular;13;999;0;unknown;1.4;93.918;-42.7;4.961;5228.1;no
36;unemployed;married;university.degree;no;yes;yes;telephone;2;999;0;unknown;1.4;94.465;-41.8;4.967;5228.1;no
42;technician;married;other;unknown;no;no;telephone;3;999;1;unknown;1.4;94.465;-41.8;4.864;5228.1;no
32;blue-collar;married;basic;no;yes;no;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
33;blue-collar;married;other;no;no;no;cellular;7;999;2;unknown;1.4;93.918;-42.7;4.96;5228.1;no
17;student;single;basic;no;yes;no;cellular;4;999;1;unknown;-3.0;92.713;-33.0;0.715;5023.5;no
25;admin.;single;basic;no;yes;yes;telephone;9;999;0;unknown;1.4;94.465;-41.8;4.961;5228.1;no
29;services;divorced;high.school;no;no;no;telephone;3;999;0;unknown;1.1;93.994;-36.4;4.855;5191.0;no
52;blue-collar;divorced;professional.course;no;yes;no;telephone;4;28;1;success;-1.1;94.767;-50.8;1.049;4963.6;yes
45;admin.;married;other;no;yes;no;cellular;3;999;2;unknown;1.4;93.444;-36.1;4.964;5228.1;no
55;other;married;high.school;no;no;no;cellular;4;999;0;unknown;-1.8;93.075;-47.1;1.365;5099.1;yes
35;admin.;single;high.school;no;yes;yes;telephone;27;999;-1;unknown;1.4;94.465;-41.8;4.959;5228.1;no
44;blue-collar;married;basic;no;no;no;cellular;3;999;-1;unknown;1.4;93.444;-36.1;4.966;5228.1;no
45;technician;married;high.school;unknown;yes;no;cellular;4;999;2;unknown;1.4;93.918;-42.7;4.963;5228.1;no
33;technician;single;university.degree;no;no;no;cellular;6;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
43;blue-collar;married;basic;no;no;no;cellular;3;999;0;unknown;1.4;93.918;-42.7;4.963;5228.1;yes
47;services;single;basic;unknown;yes;yes;cellular;4;999;-1;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
30;admin.;single;university.degree;no;no;no;cellular;4;999;3;fail;-1.1;94.601;-49.5;0.942;4963.6;no
31;technician;married;professional.course;unknown;yes;no;cellular;3;999;0;unknown;1.4;93.444;-36.1;4.965;5228.1;no
21;blue-collar;married;basic;no;no;no;cellular;1;999;2;unknown;1.4;93.918;-42.7;4.963;5228.1;no
30;blue-collar;single;basic;no;no;no;telephone;4;999;2;unknown;1.1;93.994;-36.4;4.858;5191.0;no
36;admin.;married;university.degree;no;no;no;cellular;12;999;2;unknown;1.4;93.918;-42.7;4.962;5228.1;no
